State,Disease,Year,Month,Cases,Monthly_Avg_AQI
Mizoram,Fever with Rash,2024,5,1,44.48275862068966
Mizoram,Food Poisoning,2023,8,86,25.25
Mizoram,Food Poisoning,2023,10,70,39.333333333333336
Mizoram,Food Poisoning,2023,11,11,30.5
Mizoram,Food Poisoning,2023,12,14,20.933333333333334
Mizoram,Food Poisoning,2024,7,38,21.46153846153846
Mizoram,Food Poisoning,2024,9,40,34.241379310344826
Mizoram,Food Poisoning,2024,11,80,33.13333333333333
Mizoram,Measles,2024,3,12,71.25806451612904
Mizoram,Measles,2024,8,35,23.0
Mizoram,Measles,2025,2,4,82.92307692307692
Mizoram,Mumps,2024,7,40,21.46153846153846
Mizoram,Scrub Typhus,2023,8,42,25.25
Mizoram,Scrub Typhus,2023,10,191,39.333333333333336
Mizoram,Typhoid,2023,10,64,39.333333333333336
Mizoram,Typhoid,2024,3,11,71.25806451612904
Mizoram,Typhoid,2024,8,68,23.0
Nagaland,Acute Diarrheal Disease,2023,6,48,52.285714285714285
Nagaland,Acute Diarrheal Disease,2023,8,12,54.56521739130435
Nagaland,Acute Diarrheal Disease,2024,5,12,77.0952380952381
Nagaland,Animal bite - Dog Bite,2024,6,1,61.407407407407405
Nagaland,Dengue,2023,6,68,52.285714285714285
Nagaland,Dengue,2023,7,692,47.206896551724135
Nagaland,Dengue,2023,8,165,54.56521739130435
Nagaland,Dengue,2023,9,319,57.59090909090909
Nagaland,Human Rabies,2024,4,1,128.39285714285714
Nagaland,Human Rabies,2025,2,2,111.17391304347827
Nagaland,Human Rabies,2025,3,1,135.0
Nagaland,Japanese Encephalitis,2023,8,9,54.56521739130435
Nagaland,Japanese Encephalitis,2024,7,8,43.464285714285715
Nagaland,Leptospirosis,2024,9,6,54.766666666666666
Nagaland,Malaria,2023,10,17,53.266666666666666
Odisha,Acute Diarrheal Disease,2023,1,54,201.27737226277372
Odisha,Acute Diarrheal Disease,2023,2,11,146.48275862068965
Odisha,Acute Diarrheal Disease,2023,4,172,136.00387596899225
Odisha,Acute Diarrheal Disease,2023,6,16,92.58515283842794
Odisha,Acute Diarrheal Disease,2023,7,197,55.90557939914163
Odisha,Acute Diarrheal Disease,2023,8,373,74.64953271028037
Odisha,Acute Diarrheal Disease,2023,9,248,61.15352697095436
Odisha,Acute Diarrheal Disease,2023,10,68,102.54243542435424
Odisha,Acute Diarrheal Disease,2023,11,202,162.53483146067416
Odisha,Acute Diarrheal Disease,2023,12,315,182.77901785714286
Odisha,Acute Diarrheal Disease,2024,1,182,211.3184713375796
Odisha,Acute Diarrheal Disease,2024,2,156,151.87353629976582
Odisha,Acute Diarrheal Disease,2024,3,520,124.90752688172043
Odisha,Acute Diarrheal Disease,2024,4,145,156.48598130841123
Odisha,Acute Diarrheal Disease,2024,5,63,101.77564102564102
Odisha,Acute Diarrheal Disease,2024,6,355,94.78440366972477
Odisha,Acute Diarrheal Disease,2024,7,555,58.94090909090909
Odisha,Acute Diarrheal Disease,2024,8,783,61.57437070938215
Odisha,Acute Diarrheal Disease,2024,9,537,61.767816091954025
Odisha,Acute Diarrheal Disease,2024,10,54,84.95127118644068
Odisha,Acute Diarrheal Disease,2024,11,34,144.2018348623853
Odisha,Acute Diarrheal Disease,2024,12,28,149.67755991285404
Odisha,Acute Diarrheal Disease,2025,1,56,169.81776765375855
Odisha,Acute Diarrheal Disease,2025,2,114,136.385
Odisha,Acute Diarrheal Disease,2025,3,10,140.80778032036613
Odisha,Acute Diarrheal Disease,2025,4,247,99.31542056074767
Odisha,Acute Gastroenteritis,2024,3,15,124.90752688172043
Odisha,Acute Gastroenteritis,2024,4,169,156.48598130841123
Odisha,Acute Gastroenteritis,2024,5,25,101.77564102564102
Odisha,Acute Gastroenteritis,2024,9,116,61.767816091954025
Odisha,Acute Gastroenteritis,2025,2,8,136.385
Odisha,Acute Gastroenteritis (Norovirus),2025,1,127,169.81776765375855
Odisha,Anthrax,2023,4,5,136.00387596899225
Odisha,Anthrax,2024,5,5,101.77564102564102
Odisha,Anthrax,2024,6,16,94.78440366972477
Odisha,Chickenpox,2023,2,28,146.48275862068965
Odisha,Chickenpox,2023,3,50,153.91228070175438
Odisha,Chickenpox,2024,1,15,211.3184713375796
Odisha,Chickenpox,2024,2,12,151.87353629976582
Odisha,Chickenpox,2024,4,19,156.48598130841123
Odisha,Chickenpox,2024,7,16,58.94090909090909
Odisha,Chickenpox,2024,11,20,144.2018348623853
Odisha,Chickenpox,2025,1,18,169.81776765375855
Odisha,Chickenpox,2025,2,39,136.385
Odisha,Cholera,2023,11,3001,162.53483146067416
Odisha,Cholera,2024,3,72,124.90752688172043
Odisha,Cholera,2024,4,67,156.48598130841123
Odisha,Cholera,2024,7,33,58.94090909090909
Odisha,Cholera,2024,8,167,61.57437070938215
Odisha,Cholera,2024,9,48,61.767816091954025
Odisha,Cholera,2025,3,39,140.80778032036613
Odisha,Dengue,2024,7,66,58.94090909090909
Odisha,Dengue,2024,8,24,61.57437070938215
Odisha,Diarrhoea,2025,1,31,169.81776765375855
Odisha,Diphtheria,2024,6,21,94.78440366972477
Odisha,Diphtheria,2024,8,1,61.57437070938215
Odisha,Diphtheria,2024,9,17,61.767816091954025
Odisha,Fever of Unknown andigin (PUO),2023,8,113,74.64953271028037
Odisha,Fever with Rash,2023,2,12,146.48275862068965
Odisha,Fever with Rash,2023,3,30,153.91228070175438
Odisha,Fever with Rash,2023,4,40,136.00387596899225
Odisha,Fever with Rash,2024,1,18,211.3184713375796
Odisha,Fever with Rash,2024,2,20,151.87353629976582
Odisha,Fever with Rash,2024,3,8,124.90752688172043
Odisha,Fever with Rash,2024,4,31,156.48598130841123
Odisha,Fever with Rash,2024,5,12,101.77564102564102
Odisha,Fever with Rash,2024,6,9,94.78440366972477
Odisha,Fever with Rash,2024,12,15,149.67755991285404
Odisha,Food Poisoning,2023,1,251,201.27737226277372
Odisha,Food Poisoning,2023,2,53,146.48275862068965
Odisha,Food Poisoning,2023,3,24,153.91228070175438
Odisha,Food Poisoning,2023,4,114,136.00387596899225
Odisha,Food Poisoning,2023,5,78,97.417004048583
Odisha,Food Poisoning,2023,6,149,92.58515283842794
Odisha,Food Poisoning,2023,9,23,61.15352697095436
Odisha,Food Poisoning,2023,10,96,102.54243542435424
Odisha,Food Poisoning,2023,11,71,162.53483146067416
Odisha,Food Poisoning,2024,1,725,211.3184713375796
Odisha,Food Poisoning,2024,2,106,151.87353629976582
Odisha,Food Poisoning,2024,3,120,124.90752688172043
Odisha,Food Poisoning,2024,4,19,156.48598130841123
Odisha,Food Poisoning,2024,5,152,101.77564102564102
Odisha,Food Poisoning,2024,6,49,94.78440366972477
Odisha,Food Poisoning,2024,7,206,58.94090909090909
Odisha,Food Poisoning,2024,8,112,61.57437070938215
Odisha,Food Poisoning,2024,9,176,61.767816091954025
Odisha,Food Poisoning,2024,10,61,84.95127118644068
Odisha,Food Poisoning,2024,11,10,144.2018348623853
Odisha,Food Poisoning,2024,12,52,149.67755991285404
Odisha,Food Poisoning,2025,1,121,169.81776765375855
Odisha,Food Poisoning,2025,2,276,136.385
Odisha,Food Poisoning,2025,4,117,99.31542056074767
Odisha,Food poisoning,2024,10,146,84.95127118644068
Odisha,Food poisoning,2024,11,6,144.2018348623853
Odisha,Hepatitis A,2023,1,19,201.27737226277372
Odisha,Hepatitis A,2024,1,6,211.3184713375796
Odisha,Hepatitis A,2024,4,101,156.48598130841123
Odisha,Hepatitis A,2024,5,8,101.77564102564102
Odisha,Hepatitis A,2024,6,142,94.78440366972477
Odisha,Hepatitis A,2024,7,8,58.94090909090909
Odisha,Hepatitis A,2024,8,15,61.57437070938215
Odisha,Hepatitis A,2024,9,40,61.767816091954025
Odisha,Hepatitis A,2024,10,21,84.95127118644068
Odisha,Hepatitis A,2024,11,12,144.2018348623853
Odisha,Hepatitis A,2024,12,82,149.67755991285404
Odisha,Hepatitis A,2025,1,23,169.81776765375855
Odisha,Hepatitis A,2025,3,0,140.80778032036613
Odisha,Hepatitis A,2025,4,5,99.31542056074767
Odisha,Hepatitis A and E,2023,3,75,153.91228070175438
Odisha,Japanese Encephalitis,2023,2,12,146.48275862068965
Odisha,Japanese Encephalitis,2024,6,2,94.78440366972477
Odisha,Jaundice,2023,5,7,97.417004048583
Odisha,Jaundice,2024,8,20,61.57437070938215
Odisha,Leptospirosis,2024,8,38,61.57437070938215
Odisha,Malaria,2023,6,7,92.58515283842794
Odisha,Malaria,2023,8,22,74.64953271028037
Odisha,Malaria,2024,4,77,156.48598130841123
Odisha,Malaria,2024,7,31,58.94090909090909
Odisha,Malaria,2024,9,160,61.767816091954025
Odisha,Malaria,2024,12,83,149.67755991285404
Odisha,Malaria,2025,1,18,169.81776765375855
Odisha,Measles,2023,10,6,102.54243542435424
Odisha,Measles,2024,3,6,124.90752688172043
Odisha,Measles,2024,6,35,94.78440366972477
Odisha,Measles,2024,7,67,58.94090909090909
Odisha,Measles,2024,8,16,61.57437070938215
Odisha,Measles,2024,9,5,61.767816091954025
Odisha,Measles,2024,12,100,149.67755991285404
Odisha,Measles,2025,1,65,169.81776765375855
Odisha,Measles,2025,2,21,136.385
Odisha,Measles,2025,3,21,140.80778032036613
Odisha,Measles,2025,4,14,99.31542056074767
Odisha,Mumps,2023,8,36,74.64953271028037
Odisha,Mumps,2023,9,36,61.15352697095436
Odisha,Mumps,2024,12,20,149.67755991285404
Odisha,Mushroom Poisoning,2023,8,11,74.64953271028037
Odisha,Scrub Typhus,2023,11,8,162.53483146067416
Odisha,Scrub Typhus,2024,9,27,61.767816091954025
Odisha,Shigellosis,2024,7,23,58.94090909090909
Odisha,Suspected Anthrax,2023,5,7,97.417004048583
Odisha,Typhoid,2023,12,11,182.77901785714286
Odisha,Typhoid,2024,12,21,149.67755991285404
Puducherry,Acute Diarrheal Disease,2023,11,54,63.107142857142854
Puducherry,Acute Diarrheal Disease,2024,10,26,53.70967741935484
Puducherry,Animal bite - Dog Bite,2023,11,25,63.107142857142854
Puducherry,Chickenpox,2024,2,17,53.758620689655174
Puducherry,Chikungunya,2024,1,18,75.62068965517241
Puducherry,Cholera,2024,3,28,52.935483870967744
Puducherry,Dengue,2023,7,15,52.96551724137931
Puducherry,Dengue,2023,9,14,49.13793103448276
Puducherry,Dengue,2023,11,43,63.107142857142854
Puducherry,Food Poisoning,2023,1,15,77.09677419354838
Puducherry,Mumps,2024,8,28,49.333333333333336
Puducherry,Typhoid,2024,8,22,49.333333333333336
Puducherry,Typhoid,2025,4,20,39.10344827586207
Punjab,Acute Diarrheal Disease,2023,1,32,157.59649122807016
Punjab,Acute Diarrheal Disease,2023,4,41,110.53448275862068
Punjab,Acute Diarrheal Disease,2023,6,91,91.69545454545455
Punjab,Acute Diarrheal Disease,2023,9,161,86.1
Punjab,Acute Diarrheal Disease,2023,12,66,164.77959183673468
Punjab,Acute Diarrheal Disease,2024,3,24,108.79741379310344
Punjab,Acute Diarrheal Disease,2024,6,10,137.30414746543778
Punjab,Acute Diarrheal Disease,2024,7,439,87.02183406113537
Punjab,Acute Diarrheal Disease,2024,8,5,68.37083333333334
Punjab,Acute Diarrheal Disease,2024,10,20,124.47698744769875
Punjab,Chickenpox,2023,10,44,116.90717299578058
Punjab,Chickenpox,2024,5,62,140.37142857142857
Punjab,Chickenpox,2024,7,5,87.02183406113537
Punjab,Chickenpox,2025,2,19,96.97101449275362
Punjab,Chickenpox,2025,3,27,86.01271186440678
Punjab,Cholera,2023,4,10,110.53448275862068
Punjab,Cholera,2023,7,205,72.56306306306307
Punjab,Cholera,2024,6,20,137.30414746543778
Punjab,Cholera,2024,7,278,87.02183406113537
Punjab,Cholera,2024,8,202,68.37083333333334
Punjab,Food Poisoning,2023,6,11,91.69545454545455
Punjab,Food Poisoning,2024,4,133,96.51555555555555
Punjab,Hepatitis A,2023,9,28,86.1
Punjab,Hepatitis A,2024,4,66,96.51555555555555
Punjab,Hepatitis A,2024,6,21,137.30414746543778
Punjab,Hepatitis A,2024,12,40,117.61440677966101
Punjab,Hepatitis A,2025,1,27,106.85714285714286
Punjab,Hepatitis E,2025,1,17,106.85714285714286
Punjab,Measles,2023,3,11,97.3875
Punjab,Measles,2023,4,5,110.53448275862068
Punjab,Measles,2023,5,5,110.39380530973452
Punjab,Measles,2023,6,3,91.69545454545455
Punjab,Measles,2024,1,4,148.19409282700423
Punjab,Measles,2024,10,11,124.47698744769875
Punjab,Mumps,2023,10,22,116.90717299578058
Punjab,Mumps,2024,2,101,111.23214285714286
Punjab,Mumps,2024,4,6,96.51555555555555
Punjab,Mumps,2024,5,6,140.37142857142857
Punjab,Mumps,2024,9,24,78.09292035398231
Rajasthan,Acute Diarrheal Disease,2023,6,331,102.6002444987775
Rajasthan,Acute Diarrheal Disease,2023,8,104,102.47507953340403
Rajasthan,Acute Diarrheal Disease,2023,11,225,222.74413646055436
Rajasthan,Acute Diarrheal Disease,2024,4,24,125.23388773388774
Rajasthan,Acute Diarrheal Disease,2024,6,8,111.9244060475162
Rajasthan,Acute Diarrheal Disease,2024,7,423,78.80922431865828
Rajasthan,Acute Diarrheal Disease,2024,8,48,57.066452304394424
Rajasthan,Acute Diarrheal Disease,2025,2,22,125.55277475516866
Rajasthan,Acute Gastroenteritis,2024,10,40,115.07699805068226
Rajasthan,Chandipura Virus,2024,6,1,111.9244060475162
Rajasthan,Chickenpox,2024,4,15,125.23388773388774
Rajasthan,Cholera,2023,8,87,102.47507953340403
Rajasthan,Crimean Congo Haemandrhagic Fever (CCHF),2024,10,1,115.07699805068226
Rajasthan,Dengue,2023,7,362,89.54069119286511
Rajasthan,Dengue,2023,8,219,102.47507953340403
Rajasthan,Dengue,2023,10,255,128.00438116100767
Rajasthan,Diphtheria,2024,10,8,115.07699805068226
Rajasthan,Food Poisoning,2023,1,103,154.84710743801654
Rajasthan,Food Poisoning,2024,3,104,123.53246753246754
Rajasthan,Food Poisoning,2024,5,205,140.17391304347825
Rajasthan,Food Poisoning,2024,9,21,73.55649419218585
Rajasthan,Food Poisoning,2025,2,114,125.55277475516866
Rajasthan,Food Poisoning,2025,3,22,115.27740058195926
Rajasthan,Hepatitis A,2023,8,36,102.47507953340403
Rajasthan,Hepatitis A,2024,4,8,125.23388773388774
Rajasthan,Hepatitis A,2024,7,55,78.80922431865828
Rajasthan,Hepatitis A,2024,12,15,166.97565725413827
Rajasthan,Malaria,2024,10,20,115.07699805068226
Rajasthan,Malaria,2024,11,41,173.97791164658634
Rajasthan,Malaria,2024,12,11,166.97565725413827
Rajasthan,Measles,2023,1,62,154.84710743801654
Rajasthan,Mumps,2023,12,60,192.05668016194332
Rajasthan,Mumps,2024,3,15,123.53246753246754
Rajasthan,Mumps,2024,4,76,125.23388773388774
Rajasthan,Scrub Typhus,2023,8,98,102.47507953340403
Rajasthan,Scrub Typhus,2023,10,6,128.00438116100767
Rajasthan,Scrub Typhus,2024,9,7,73.55649419218585
Sikkim,Acute Diarrheal Disease,2025,4,7,117.33333333333333
Sikkim,Chickenpox,2024,6,32,33.54545454545455
Sikkim,Fever with Rash,2024,6,5,33.54545454545455
Sikkim,Hepatitis A,2024,5,25,55.833333333333336
Sikkim,Jaundice,2024,12,136,50.27272727272727
Sikkim,Typhoid,2023,7,53,53.225806451612904
Sikkim,Typhoid,2024,5,39,55.833333333333336
Sikkim,Typhoid,2025,2,19,131.23076923076923
Tamil Nadu,Acute Diarrheal Disease,2023,1,122,104.20597014925373
Tamil Nadu,Acute Diarrheal Disease,2023,4,35,72.25074626865671
Tamil Nadu,Acute Diarrheal Disease,2023,6,19,62.75945017182131
Tamil Nadu,Acute Diarrheal Disease,2023,7,78,67.0032894736842
Tamil Nadu,Acute Diarrheal Disease,2023,8,200,70.41312741312741
Tamil Nadu,Acute Diarrheal Disease,2023,9,85,47.583333333333336
Tamil Nadu,Acute Diarrheal Disease,2023,10,81,67.51428571428572
Tamil Nadu,Acute Diarrheal Disease,2023,12,20,80.38064516129032
Tamil Nadu,Acute Diarrheal Disease,2024,1,11,82.4402332361516
Tamil Nadu,Acute Diarrheal Disease,2024,2,168,71.81605351170569
Tamil Nadu,Acute Diarrheal Disease,2024,3,30,72.57095709570957
Tamil Nadu,Acute Diarrheal Disease,2024,4,307,68.93884892086331
Tamil Nadu,Acute Diarrheal Disease,2024,5,188,55.82394366197183
Tamil Nadu,Acute Diarrheal Disease,2024,6,456,50.83402489626556
Tamil Nadu,Acute Diarrheal Disease,2024,7,217,47.75
Tamil Nadu,Acute Diarrheal Disease,2024,8,195,43.075409836065575
Tamil Nadu,Acute Diarrheal Disease,2024,9,280,46.403930131004365
Tamil Nadu,Acute Diarrheal Disease,2024,10,49,49.544520547945204
Tamil Nadu,Acute Diarrheal Disease,2024,11,32,73.15292096219932
Tamil Nadu,Acute Diarrheal Disease,2024,12,123,69.30434782608695
Tamil Nadu,Acute Diarrheal Disease,2025,1,37,86.63903281519862
Tamil Nadu,Acute Diarrheal Disease,2025,2,52,73.65934065934066
Tamil Nadu,Acute Diarrheal Disease,2025,3,51,60.375987361769354
Tamil Nadu,Acute Diarrheal Disease,2025,4,192,55.998473282442745
Tamil Nadu,Acute Encephalitic Syndrome,2024,9,3,46.403930131004365
Tamil Nadu,Acute Gastroenteritis,2023,8,15,70.41312741312741
Tamil Nadu,Acute Gastroenteritis,2024,5,54,55.82394366197183
Tamil Nadu,Acute Gastroenteritis,2024,6,73,50.83402489626556
Tamil Nadu,Acute Hepatitis E,2025,3,7,60.375987361769354
Tamil Nadu,Animal bite - Dog Bite,2023,8,13,70.41312741312741
Tamil Nadu,Chickenpox,2023,2,40,107.48096885813149
Tamil Nadu,Chickenpox,2023,3,13,84.09470752089136
Tamil Nadu,Chickenpox,2023,7,14,67.0032894736842
Tamil Nadu,Chickenpox,2023,12,11,80.38064516129032
Tamil Nadu,Chickenpox,2024,1,14,82.4402332361516
Tamil Nadu,Chickenpox,2024,2,55,71.81605351170569
Tamil Nadu,Chickenpox,2024,3,101,72.57095709570957
Tamil Nadu,Chickenpox,2024,4,40,68.93884892086331
Tamil Nadu,Chickenpox,2024,8,26,43.075409836065575
Tamil Nadu,Chickenpox,2024,12,12,69.30434782608695
Tamil Nadu,Chickenpox,2025,1,45,86.63903281519862
Tamil Nadu,Chickenpox,2025,2,108,73.65934065934066
Tamil Nadu,Chickenpox,2025,3,124,60.375987361769354
Tamil Nadu,Chickenpox,2025,4,11,55.998473282442745
Tamil Nadu,Chikungunya,2024,6,20,50.83402489626556
Tamil Nadu,Chikungunya,2025,1,20,86.63903281519862
Tamil Nadu,Chikungunya,2025,2,27,73.65934065934066
Tamil Nadu,Cholera,2023,1,6,104.20597014925373
Tamil Nadu,Cholera,2023,8,5,70.41312741312741
Tamil Nadu,Cholera,2023,9,43,47.583333333333336
Tamil Nadu,Cholera,2023,12,65,80.38064516129032
Tamil Nadu,Cholera,2024,1,43,82.4402332361516
Tamil Nadu,Cholera,2024,6,46,50.83402489626556
Tamil Nadu,Cholera,2024,7,9,47.75
Tamil Nadu,Dengue,2023,3,11,84.09470752089136
Tamil Nadu,Dengue,2023,6,27,62.75945017182131
Tamil Nadu,Dengue,2023,8,49,70.41312741312741
Tamil Nadu,Dengue,2023,9,23,47.583333333333336
Tamil Nadu,Dengue,2023,12,7,80.38064516129032
Tamil Nadu,Dengue,2024,3,99,72.57095709570957
Tamil Nadu,Dengue,2024,7,126,47.75
Tamil Nadu,Dengue,2024,8,5,43.075409836065575
Tamil Nadu,Dengue,2024,9,16,46.403930131004365
Tamil Nadu,Dengue,2024,11,30,73.15292096219932
Tamil Nadu,Dengue,2025,4,11,55.998473282442745
Tamil Nadu,Dengue and Chikungunya,2024,8,12,43.075409836065575
Tamil Nadu,Dengue and Leptospirosis,2023,2,23,107.48096885813149
Tamil Nadu,Dengue and Leptospirosis,2023,11,11,66.54515050167224
Tamil Nadu,Diphtheria,2023,8,4,70.41312741312741
Tamil Nadu,Diphtheria,2024,7,8,47.75
Tamil Nadu,Diphtheria,2024,12,1,69.30434782608695
Tamil Nadu,Fever,2023,7,38,67.0032894736842
Tamil Nadu,Fever,2023,11,9,66.54515050167224
Tamil Nadu,Fever,2024,1,7,82.4402332361516
Tamil Nadu,Fever,2024,3,10,72.57095709570957
Tamil Nadu,Fever of Unknown andigin (PUO),2023,7,17,67.0032894736842
Tamil Nadu,Fever with Rash,2023,9,8,47.583333333333336
Tamil Nadu,Food Poisoning,2023,2,102,107.48096885813149
Tamil Nadu,Food Poisoning,2024,1,6,82.4402332361516
Tamil Nadu,Food Poisoning,2024,2,4,71.81605351170569
Tamil Nadu,Food Poisoning,2024,4,9,68.93884892086331
Tamil Nadu,Food Poisoning,2024,5,54,55.82394366197183
Tamil Nadu,Food Poisoning,2024,11,82,73.15292096219932
Tamil Nadu,Food Poisoning,2025,2,31,73.65934065934066
Tamil Nadu,Food Poisoning,2025,3,18,60.375987361769354
Tamil Nadu,Food Poisoning,2025,4,129,55.998473282442745
Tamil Nadu,Hepatitis,2024,11,20,73.15292096219932
Tamil Nadu,Hepatitis A,2023,7,184,67.0032894736842
Tamil Nadu,Hepatitis A,2023,8,140,70.41312741312741
Tamil Nadu,Hepatitis A,2024,4,12,68.93884892086331
Tamil Nadu,Hepatitis A,2024,5,8,55.82394366197183
Tamil Nadu,Hepatitis A,2024,6,45,50.83402489626556
Tamil Nadu,Hepatitis A,2024,7,61,47.75
Tamil Nadu,Hepatitis A,2024,8,48,43.075409836065575
Tamil Nadu,Hepatitis A,2024,9,91,46.403930131004365
Tamil Nadu,Hepatitis A,2024,10,12,49.544520547945204
Tamil Nadu,Hepatitis A,2024,11,23,73.15292096219932
Tamil Nadu,Hepatitis A,2025,1,90,86.63903281519862
Tamil Nadu,Hepatitis A,2025,2,5,73.65934065934066
Tamil Nadu,Hepatitis A,2025,3,5,60.375987361769354
Tamil Nadu,Hepatitis A,2025,4,65,55.998473282442745
Tamil Nadu,Hepatitis A and E,2025,3,22,60.375987361769354
Tamil Nadu,Hepatitis A and E,2025,4,8,55.998473282442745
Tamil Nadu,Human Rabies,2024,8,1,43.075409836065575
Tamil Nadu,Human Rabies,2024,10,1,49.544520547945204
Tamil Nadu,Human Rabies,2025,3,1,60.375987361769354
Tamil Nadu,Jaundice,2023,6,12,62.75945017182131
Tamil Nadu,Jaundice,2024,7,12,47.75
Tamil Nadu,Leishmaniasis,2023,1,9,104.20597014925373
Tamil Nadu,Leptospirosis,2023,7,42,67.0032894736842
Tamil Nadu,Leptospirosis,2023,11,26,66.54515050167224
Tamil Nadu,Leptospirosis,2024,2,14,71.81605351170569
Tamil Nadu,Leptospirosis,2024,9,4,46.403930131004365
Tamil Nadu,Leptospirosis,2024,10,21,49.544520547945204
Tamil Nadu,Leptospirosis,2025,1,2,86.63903281519862
Tamil Nadu,Measles,2023,6,33,62.75945017182131
Tamil Nadu,Measles,2023,7,20,67.0032894736842
Tamil Nadu,Measles,2024,2,57,71.81605351170569
Tamil Nadu,Measles,2024,3,12,72.57095709570957
Tamil Nadu,Measles,2024,4,3,68.93884892086331
Tamil Nadu,Mumps,2023,8,27,70.41312741312741
Tamil Nadu,Mumps,2023,11,25,66.54515050167224
Tamil Nadu,Mumps,2023,12,6,80.38064516129032
Tamil Nadu,Mumps,2024,1,41,82.4402332361516
Tamil Nadu,Mumps,2024,2,120,71.81605351170569
Tamil Nadu,Mumps,2024,3,164,72.57095709570957
Tamil Nadu,Mumps,2024,4,10,68.93884892086331
Tamil Nadu,Mumps,2024,5,8,55.82394366197183
Tamil Nadu,Mumps,2024,7,127,47.75
Tamil Nadu,Mumps,2024,8,253,43.075409836065575
Tamil Nadu,Mumps,2024,9,79,46.403930131004365
Tamil Nadu,Mumps,2024,10,30,49.544520547945204
Tamil Nadu,Mumps,2024,11,163,73.15292096219932
Tamil Nadu,Mumps,2024,12,92,69.30434782608695
Tamil Nadu,Mumps,2025,1,132,86.63903281519862
Tamil Nadu,Mumps,2025,2,26,73.65934065934066
Tamil Nadu,Mumps,2025,3,76,60.375987361769354
Tamil Nadu,Mumps,2025,4,37,55.998473282442745
Tamil Nadu,Nilgiris,2024,11,12,73.15292096219932
Tamil Nadu,Pertussis,2024,12,3,69.30434782608695
Tamil Nadu,Pertussis,2025,3,1,60.375987361769354
Tamil Nadu,Scrub typhus,2024,12,27,69.30434782608695
Tamil Nadu,Typhoid,2023,7,11,67.0032894736842
Tamil Nadu,Typhoid,2024,8,63,43.075409836065575
Tamil Nadu,Typhoid,2024,10,8,49.544520547945204
Tamil Nadu,Typhoid,2024,11,14,73.15292096219932
Tamil nadu,Mumps,2024,10,6,
Tamil nadu,Mumps,2024,11,8,
Telangana,Acute Diarrheal Disease,2023,2,64,105.46428571428571
Telangana,Acute Diarrheal Disease,2023,4,65,87.63333333333334
Telangana,Acute Diarrheal Disease,2023,7,138,56.16129032258065
Telangana,Acute Diarrheal Disease,2023,10,82,90.93548387096774
Telangana,Acute Diarrheal Disease,2023,11,13,92.1
Telangana,Acute Diarrheal Disease,2024,2,33,80.79310344827586
Telangana,Acute Diarrheal Disease,2024,4,50,86.1
Telangana,Acute Diarrheal Disease,2024,6,48,59.4
Telangana,Acute Diarrheal Disease,2024,10,48,77.7741935483871
Telangana,Acute Diarrheal Disease,2024,11,63,110.46666666666667
Telangana,Food Poisoning,2024,4,25,86.1
Telangana,Food poisoning,2024,11,16,110.46666666666667
Tripura,Acute Diarrheal Disease,2023,1,147,226.7741935483871
Tripura,Acute Diarrheal Disease,2023,5,23,127.51612903225806
Tripura,Acute Diarrheal Disease,2023,9,64,86.88
Tripura,Acute Diarrheal Disease,2024,1,8,261.0
Tripura,Acute Diarrheal Disease,2024,3,8,173.33333333333334
Tripura,Acute Diarrheal Disease,2024,6,66,65.03448275862068
Tripura,Acute Diarrheal Disease,2024,7,74,49.55172413793103
Tripura,Acute Gastroenteritis,2023,12,31,198.55172413793105
Tripura,Dengue,2023,7,259,56.77777777777778
Tripura,Food Poisoning,2025,3,85,82.96551724137932
Tripura,Measles,2024,5,25,92.08
Uttar,Human Rabies,2025,1,1,
Uttar Pradesh,Acute Diarrheal Disease,2023,1,25,173.7133105802048
Uttar Pradesh,Acute Diarrheal Disease,2023,6,11,104.13660245183888
Uttar Pradesh,Acute Diarrheal Disease,2023,7,411,63.79595278246206
Uttar Pradesh,Acute Diarrheal Disease,2023,8,255,87.2909090909091
Uttar Pradesh,Acute Diarrheal Disease,2023,9,80,83.0261780104712
Uttar Pradesh,Acute Diarrheal Disease,2023,10,18,142.73648648648648
Uttar Pradesh,Acute Diarrheal Disease,2023,12,87,179.16
Uttar Pradesh,Acute Diarrheal Disease,2024,5,924,136.21608040201005
Uttar Pradesh,Acute Diarrheal Disease,2024,6,25,118.55908289241623
Uttar Pradesh,Acute Diarrheal Disease,2024,7,429,66.04857621440536
Uttar Pradesh,Acute Diarrheal Disease,2024,8,365,55.43069306930693
Uttar Pradesh,Acute Diarrheal Disease,2024,9,865,72.71378708551484
Uttar Pradesh,Acute Diarrheal Disease,2024,10,167,140.7345276872964
Uttar Pradesh,Acute Diarrheal Disease,2024,11,15,195.20637583892616
Uttar Pradesh,Acute Diarrheal Disease,2025,2,363,104.19744058500915
Uttar Pradesh,Acute Diarrheal Disease,2025,4,100,125.31423611111111
Uttar Pradesh,Acute Gastroenteritis,2023,6,35,104.13660245183888
Uttar Pradesh,Chickenpox,2023,1,53,173.7133105802048
Uttar Pradesh,Chickenpox,2023,3,35,113.87687188019967
Uttar Pradesh,Chickenpox,2023,4,3,124.23263888888889
Uttar Pradesh,Chickenpox,2023,5,28,121.29815745393635
Uttar Pradesh,Chickenpox,2023,6,33,104.13660245183888
Uttar Pradesh,Chickenpox,2023,7,18,63.79595278246206
Uttar Pradesh,Chickenpox,2023,10,30,142.73648648648648
