City,level_1,pollutants,avg_aqi_2022_2025,Good,Moderate,Poor,Satisfactory,Severe,Very Poor
Karwar,top3_pollutant,PM2.5 (14),58.032467532467535,125,18,2,163,0,0
Karwar,top4_pollutant,SO2 (13),58.032467532467535,125,18,2,163,0,0
Karwar,top5_pollutant,CO (2),58.032467532467535,125,18,2,163,0,0
Kashipur,top1_pollutant,PM10 (385),98.13880597014925,87,271,18,294,0,0
Kashipur,top2_pollutant,PM2.5 (265),98.13880597014925,87,271,18,294,0,0
Kashipur,top3_pollutant,CO (11),98.13880597014925,87,271,18,294,0,0
Kashipur,top4_pollutant,O3 (9),98.13880597014925,87,271,18,294,0,0
Katihar,top1_pollutant,PM2.5 (420),161.83945435466947,75,343,145,262,25,103
Katihar,top2_pollutant,PM10 (375),161.83945435466947,75,343,145,262,25,103
Katihar,top3_pollutant,CO (139),161.83945435466947,75,343,145,262,25,103
Katihar,top4_pollutant,O3 (11),161.83945435466947,75,343,145,262,25,103
Katihar,top5_pollutant,NO2 (8),161.83945435466947,75,343,145,262,25,103
Katni,top1_pollutant,PM10 (804),123.7,150,477,141,278,0,4
Katni,top2_pollutant,PM2.5 (154),123.7,150,477,141,278,0,4
Katni,top3_pollutant,O3 (79),123.7,150,477,141,278,0,4
Katni,top4_pollutant,CO (9),123.7,150,477,141,278,0,4
Katni,top5_pollutant,NO2 (4),123.7,150,477,141,278,0,4
Keonjhar,top1_pollutant,PM10 (386),112.06490066225166,80,267,73,322,0,13
Keonjhar,top2_pollutant,PM2.5 (271),112.06490066225166,80,267,73,322,0,13
Keonjhar,top3_pollutant,CO (56),112.06490066225166,80,267,73,322,0,13
Keonjhar,top4_pollutant,O3 (40),112.06490066225166,80,267,73,322,0,13
Keonjhar,top5_pollutant,NO2 (2),112.06490066225166,80,267,73,322,0,13
Khanna,top1_pollutant,PM10 (769),100.16,81,403,41,574,1,0
Khanna,top2_pollutant,PM2.5 (282),100.16,81,403,41,574,1,0
Khanna,top3_pollutant,CO (41),100.16,81,403,41,574,1,0
Khanna,top4_pollutant,O3 (5),100.16,81,403,41,574,1,0
Khanna,top5_pollutant,NO2 (3),100.16,81,403,41,574,1,0
Khurja,top1_pollutant,PM2.5 (560),125.27486631016043,50,436,105,334,0,10
Khurja,top2_pollutant,PM10 (311),125.27486631016043,50,436,105,334,0,10
Khurja,top3_pollutant,SO2 (46),125.27486631016043,50,436,105,334,0,10
Khurja,top4_pollutant,O3 (11),125.27486631016043,50,436,105,334,0,10
Khurja,top5_pollutant,CO (7),125.27486631016043,50,436,105,334,0,10
Kishanganj,top1_pollutant,PM10 (588),139.56236559139785,90,352,169,276,0,43
Kishanganj,top2_pollutant,PM2.5 (161),139.56236559139785,90,352,169,276,0,43
Kishanganj,top3_pollutant,O3 (100),139.56236559139785,90,352,169,276,0,43
Kishanganj,top4_pollutant,CO (50),139.56236559139785,90,352,169,276,0,43
Kishanganj,top5_pollutant,NO2 (31),139.56236559139785,90,352,169,276,0,43
Kochi,top1_pollutant,PM2.5 (251),99.97543859649123,40,188,27,315,0,0
Kochi,top2_pollutant,PM10 (177),99.97543859649123,40,188,27,315,0,0
Kochi,top3_pollutant,CO (134),99.97543859649123,40,188,27,315,0,0
Kochi,top4_pollutant,SO2 (7),99.97543859649123,40,188,27,315,0,0
Kochi,top5_pollutant,NO2 (1),99.97543859649123,40,188,27,315,0,0
Kohima,top1_pollutant,PM2.5 (354),80.45872518286312,193,234,5,525,0,0
Kohima,top2_pollutant,SO2 (327),80.45872518286312,193,234,5,525,0,0
Kohima,top3_pollutant,PM10 (275),80.45872518286312,193,234,5,525,0,0
Kohima,top4_pollutant,CO (1),80.45872518286312,193,234,5,525,0,0
Kolar,top1_pollutant,PM10 (332),76.47237076648841,143,112,1,304,0,1
Kolar,top2_pollutant,CO (81),76.47237076648841,143,112,1,304,0,1
Kolar,top3_pollutant,PM2.5 (71),76.47237076648841,143,112,1,304,0,1
Kolar,top4_pollutant,SO2 (60),76.47237076648841,143,112,1,304,0,1
Kolar,top5_pollutant,O3 (15),76.47237076648841,143,112,1,304,0,1
Kolhapur,top1_pollutant,PM10 (543),92.47506925207756,174,249,18,280,0,1
Kolhapur,top2_pollutant,PM2.5 (251),92.47506925207756,174,249,18,280,0,1
Kolhapur,top3_pollutant,O3 (201),92.47506925207756,174,249,18,280,0,1
Kolhapur,top4_pollutant,CO (11),92.47506925207756,174,249,18,280,0,1
Kolhapur,top5_pollutant,NO2 (7),92.47506925207756,174,249,18,280,0,1
Kolkata,top1_pollutant,PM10 (732),102.02844444444445,286,286,129,418,0,6
Kolkata,top2_pollutant,PM2.5 (529),102.02844444444445,286,286,129,418,0,6
Kolkata,top3_pollutant,O3 (398),102.02844444444445,286,286,129,418,0,6
Kolkata,top4_pollutant,NO2 (191),102.02844444444445,286,286,129,418,0,6
Kolkata,top5_pollutant,CO (69),102.02844444444445,286,286,129,418,0,6
Kollam,top1_pollutant,PM10 (655),79.27352297592998,103,122,11,678,0,0
Kollam,top2_pollutant,PM2.5 (246),79.27352297592998,103,122,11,678,0,0
Kollam,top3_pollutant,O3 (9),79.27352297592998,103,122,11,678,0,0
Kollam,top4_pollutant,CO (3),79.27352297592998,103,122,11,678,0,0
Kollam,top5_pollutant,NO2 (1),79.27352297592998,103,122,11,678,0,0
Koppal,top1_pollutant,CO (243),68.59085580304807,271,118,2,461,0,1
Koppal,top2_pollutant,O3 (206),68.59085580304807,271,118,2,461,0,1
Koppal,top3_pollutant,PM10 (195),68.59085580304807,271,118,2,461,0,1
Koppal,top4_pollutant,SO2 (100),68.59085580304807,271,118,2,461,0,1
Koppal,top5_pollutant,NO2 (68),68.59085580304807,271,118,2,461,0,1
Korba,top1_pollutant,PM10 (667),73.01330108827086,219,144,7,457,0,0
Korba,top2_pollutant,NO2 (222),73.01330108827086,219,144,7,457,0,0
Korba,top3_pollutant,PM2.5 (130),73.01330108827086,219,144,7,457,0,0
Korba,top4_pollutant,CO (47),73.01330108827086,219,144,7,457,0,0
Korba,top5_pollutant,O3 (36),73.01330108827086,219,144,7,457,0,0
Kota,top1_pollutant,PM10 (680),131.1048387096774,50,550,139,357,0,20
Kota,top2_pollutant,PM2.5 (678),131.1048387096774,50,550,139,357,0,20
Kota,top3_pollutant,O3 (178),131.1048387096774,50,550,139,357,0,20
Kota,top4_pollutant,CO (24),131.1048387096774,50,550,139,357,0,20
Kota,top5_pollutant,NO2 (2),131.1048387096774,50,550,139,357,0,20
Kozhikode,top1_pollutant,PM10 (203),67.36654804270462,21,1,0,259,0,0
Kozhikode,top2_pollutant,PM2.5 (58),67.36654804270462,21,1,0,259,0,0
Kozhikode,top3_pollutant,CO (10),67.36654804270462,21,1,0,259,0,0
Kozhikode,top4_pollutant,NH3 (10),67.36654804270462,21,1,0,259,0,0
Kunjemura,top1_pollutant,PM10 (543),108.7588424437299,130,275,50,164,0,3
Kunjemura,top2_pollutant,CO (62),108.7588424437299,130,275,50,164,0,3
Kunjemura,top3_pollutant,NO2 (10),108.7588424437299,130,275,50,164,0,3
Kunjemura,top4_pollutant,O3 (4),108.7588424437299,130,275,50,164,0,3
Kunjemura,top5_pollutant,PM2.5 (3),108.7588424437299,130,275,50,164,0,3
Kurukshetra,top1_pollutant,PM2.5 (514),135.04777070063693,110,304,197,301,1,29
Kurukshetra,top2_pollutant,PM10 (272),135.04777070063693,110,304,197,301,1,29
Kurukshetra,top3_pollutant,O3 (149),135.04777070063693,110,304,197,301,1,29
Kurukshetra,top4_pollutant,SO2 (7),135.04777070063693,110,304,197,301,1,29
Latur,top1_pollutant,PM10 (324),85.92716236722306,165,201,12,281,0,0
Latur,top2_pollutant,PM2.5 (221),85.92716236722306,165,201,12,281,0,0
Latur,top3_pollutant,O3 (91),85.92716236722306,165,201,12,281,0,0
Latur,top4_pollutant,CO (23),85.92716236722306,165,201,12,281,0,0
Lucknow,top1_pollutant,PM2.5 (839),131.12355555555555,91,528,172,330,0,4
Lucknow,top2_pollutant,PM10 (669),131.12355555555555,91,528,172,330,0,4
Lucknow,top3_pollutant,CO (143),131.12355555555555,91,528,172,330,0,4
Lucknow,top4_pollutant,O3 (115),131.12355555555555,91,528,172,330,0,4
Lucknow,top5_pollutant,NO2 (54),131.12355555555555,91,528,172,330,0,4
Ludhiana,top1_pollutant,PM10 (600),128.06294964028777,42,497,147,412,1,13
Ludhiana,top2_pollutant,PM2.5 (464),128.06294964028777,42,497,147,412,1,13
Ludhiana,top3_pollutant,CO (30),128.06294964028777,42,497,147,412,1,13
Ludhiana,top4_pollutant,O3 (18),128.06294964028777,42,497,147,412,1,13
Madikeri,top1_pollutant,PM10 (380),37.80790960451977,891,8,0,163,0,0
Madikeri,top2_pollutant,O3 (284),37.80790960451977,891,8,0,163,0,0
Madikeri,top3_pollutant,PM2.5 (278),37.80790960451977,891,8,0,163,0,0
Madikeri,top4_pollutant,SO2 (67),37.80790960451977,891,8,0,163,0,0
Madikeri,top5_pollutant,CO (30),37.80790960451977,891,8,0,163,0,0
Madurai,top1_pollutant,PM10 (183),55.919786096256686,80,4,0,103,0,0
Madurai,top2_pollutant,SO2 (3),55.919786096256686,80,4,0,103,0,0
Madurai,top3_pollutant,CO (1),55.919786096256686,80,4,0,103,0,0
Mahad,top1_pollutant,PM10 (363),93.03064516129032,155,253,17,195,0,0
Mahad,top2_pollutant,PM2.5 (217),93.03064516129032,155,253,17,195,0,0
Mahad,top3_pollutant,O3 (15),93.03064516129032,155,253,17,195,0,0
